width,offset,ext_offset,repeat,status,output
-8,-15,41,1,normal,000706050c030201
-8,-15,42,1,normal,000706050c030201
-8,-15,43,1,normal,000706050c030201
-8,-15,44,1,normal,000706050c030201
-8,-15,45,1,normal,000706050c030201
-8,-15,46,1,normal,000706050c030201
-8,-15,47,1,normal,000706050c030201
-8,-15,48,1,normal,000706050c030201
-8,-15,49,1,normal,000706050c030201
-8,-15,50,1,normal,000706050c030201
-8,-15,51,1,normal,000706050c030201
-8,-15,52,1,normal,000706050c030201
-8,-15,53,1,normal,000706050c030201
-8,-15,54,1,normal,000706050c030201
-8,-15,55,1,normal,000706050c030201
-8,-15,56,1,normal,000706050c030201
-8,-15,57,1,normal,000706050c030201
-8,-15,58,1,normal,000706050c030201
-8,-15,59,1,normal,000706050c030201
-8,-15,60,1,normal,000706050c030201
-8,-15,61,1,normal,000706050c030201
-8,-15,62,1,normal,000706050c030201
-8,-15,63,1,normal,000706050c030201
-8,-15,64,1,normal,000706050c030201
-8,-15,65,1,normal,000706050c030201
-8,-15,66,1,normal,000706050c030201
-8,-15,67,1,normal,000706050c030201
-8,-15,68,1,normal,000706050c030201
-8,-15,69,1,normal,000706050c030201
-8,-15,70,1,normal,000706050c030201
-8,-15,71,1,normal,000706050c030201
-8,-15,72,1,normal,000706050c030201
-8,-15,73,1,normal,000706050c030201
-8,-15,74,1,normal,000706050c030201
-8,-15,75,1,normal,000706050c030201
-8,-15,76,1,normal,000706050c030201
-8,-15,77,1,normal,000706050c030201
-8,-15,78,1,normal,000706050c030201
-8,-15,79,1,normal,000706050c030201
-8,-15,80,1,normal,000706050c030201
-8,-15,81,1,normal,000706050c030201
-8,-15,82,1,normal,000706050c030201
-8,-15,83,1,normal,000706050c030201
-8,-15,84,1,normal,000706050c030201
-8,-15,85,1,normal,000706050c030201
-8,-15,86,1,normal,000706050c030201
-8,-15,87,1,normal,000706050c030201
-8,-15,88,1,normal,000706050c030201
-8,-15,89,1,normal,000706050c030201
-8,-15,90,1,normal,000706050c030201
-8,-15,91,1,normal,000706050c030201
-8,-15,92,1,normal,000706050c030201
-8,-15,93,1,normal,000706050c030201
-8,-15,94,1,normal,000706050c030201
-8,-15,95,1,normal,000706050c030201
-8,-15,96,1,normal,000706050c030201
-8,-15,97,1,normal,000706050c030201
-8,-15,98,1,normal,000706050c030201
-8,-15,99,1,normal,000706050c030201
-8,-15,100,1,normal,000706050c030201
-8,-15,101,1,normal,000706050c030201
-8,-15,102,1,normal,000706050c030201
-8,-15,103,1,normal,000706050c030201
-8,-15,104,1,normal,000706050c030201
-8,-15,105,1,normal,000706050c030201
-8,-15,106,1,normal,000706050c030201
-8,-15,107,1,normal,000706050c030201
-8,-15,108,1,normal,000706050c030201
-8,-15,109,1,normal,000706050c030201
-8,-15,110,1,normal,000706050c030201
-8,-15,111,1,normal,000706050c030201
-8,-15,112,1,normal,000706050c030201
-8,-15,113,1,normal,000706050c030201
-8,-15,114,1,normal,000706050c030201
-8,-15,115,1,normal,000706050c030201
-8,-15,116,1,normal,000706050c030201
-8,-15,117,1,normal,000706050c030201
-8,-15,118,1,normal,000706050c030201
-8,-15,119,1,normal,000706050c030201
-8,-15,120,1,normal,000706050c030201
-8,-15,121,1,normal,000706050c030201
-8,-15,122,1,normal,000706050c030201
-8,-15,123,1,normal,000706050c030201
-8,-15,124,1,normal,000706050c030201
-8,-15,125,1,normal,000706050c030201
-8,-15,126,1,normal,000706050c030201
-8,-15,127,1,normal,000706050c030201
-8,-15,128,1,normal,000706050c030201
-8,-15,129,1,normal,000706050c030201
-8,-15,130,1,normal,000706050c030201
-8,-15,131,1,normal,000706050c030201
-8,-15,132,1,normal,000706050c030201
-8,-15,133,1,normal,000706050c030201
-8,-15,134,1,normal,000706050c030201
-8,-15,135,1,normal,000706050c030201
-8,-15,136,1,normal,000706050c030201
-8,-15,137,1,normal,000706050c030201
-8,-15,138,1,normal,000706050c030201
-8,-15,139,1,normal,000706050c030201
-8,-15,140,1,normal,000706050c030201
-8,-15,141,1,normal,000706050c030201
-8,-15,142,1,normal,000706050c030201
-8,-15,143,1,normal,000706050c030201
-8,-15,144,1,normal,000706050c030201
-8,-15,145,1,normal,000706050c030201
-8,-15,146,1,normal,000706050c030201
-8,-15,147,1,normal,000706050c030201
-8,-15,148,1,normal,000706050c030201
-8,-15,149,1,normal,000706050c030201
-8,-15,150,1,normal,000706050c030201
-8,-15,151,1,normal,000706050c030201
-8,-15,152,1,normal,000706050c030201
-8,-15,153,1,normal,000706050c030201
-8,-15,154,1,normal,000706050c030201
-8,-15,155,1,normal,000706050c030201
-8,-15,156,1,normal,000706050c030201
-8,-15,157,1,normal,000706050c030201
-8,-15,158,1,normal,000706050c030201
-8,-15,159,1,normal,000706050c030201
-8,-10,0,1,normal,000706050c030201
-8,-10,1,1,normal,000706050c030201
-8,-10,2,1,normal,000706050c030201
-8,-10,3,1,normal,000706050c030201
-8,-10,4,1,normal,000706050c030201
-8,-10,5,1,normal,000706050c030201
-8,-10,6,1,normal,000706050c030201
-8,-10,7,1,normal,000706050c030201
-8,-10,8,1,normal,000706050c030201
-8,-10,9,1,normal,000706050c030201
-8,-10,10,1,normal,000706050c030201
-8,-10,11,1,normal,000706050c030201
-8,-10,12,1,normal,000706050c030201
-8,-10,13,1,normal,000706050c030201
-8,-10,14,1,normal,000706050c030201
-8,-10,15,1,normal,000706050c030201
-8,-10,16,1,normal,000706050c030201
-8,-10,17,1,normal,000706050c030201
-8,-10,18,1,normal,000706050c030201
-8,-10,19,1,normal,000706050c030201
-8,-10,20,1,normal,000706050c030201
-8,-10,21,1,normal,000706050c030201
-8,-10,22,1,normal,000706050c030201
-8,-10,23,1,normal,000706050c030201
-8,-10,24,1,normal,000706050c030201
-8,-10,25,1,normal,000706050c030201
-8,-10,26,1,normal,000706050c030201
-8,-10,27,1,normal,000706050c030201
-8,-10,28,1,normal,000706050c030201
-8,-10,29,1,normal,000706050c030201
-8,-10,30,1,normal,000706050c030201
-8,-10,31,1,normal,000706050c030201
-8,-10,32,1,normal,000706050c030201
-8,-10,33,1,normal,000706050c030201
-8,-10,34,1,normal,000706050c030201
-8,-10,35,1,normal,000706050c030201
-8,-10,36,1,normal,000706050c030201
-8,-10,37,1,normal,000706050c030201
-8,-10,38,1,normal,000706050c030201
-8,-10,39,1,normal,000706050c030201
-8,-10,40,1,normal,000706050c030201
-8,-10,41,1,normal,000706050c030201
-8,-10,42,1,normal,000706050c030201
-8,-10,43,1,normal,000706050c030201
-8,-10,44,1,normal,000706050c030201
-8,-10,45,1,normal,000706050c030201
-8,-10,46,1,normal,000706050c030201
-8,-10,47,1,normal,000706050c030201
-8,-10,48,1,normal,000706050c030201
-8,-10,49,1,normal,000706050c030201
-8,-10,50,1,normal,000706050c030201
-8,-10,51,1,normal,000706050c030201
-8,-10,52,1,normal,000706050c030201
-8,-10,53,1,normal,000706050c030201
-8,-10,54,1,normal,000706050c030201
-8,-10,55,1,normal,000706050c030201
-8,-10,56,1,normal,000706050c030201
-8,-10,57,1,normal,000706050c030201
-8,-10,58,1,normal,000706050c030201
-8,-10,59,1,normal,000706050c030201
-8,-10,60,1,normal,000706050c030201
-8,-10,61,1,normal,000706050c030201
-8,-10,62,1,normal,000706050c030201
-8,-10,63,1,normal,000706050c030201
-8,-10,64,1,normal,000706050c030201
-8,-10,65,1,normal,000706050c030201
-8,-10,66,1,normal,000706050c030201
-8,-10,67,1,normal,000706050c030201
-8,-10,68,1,normal,000706050c030201
-8,-10,69,1,normal,000706050c030201
-8,-10,70,1,normal,000706050c030201
-8,-10,71,1,normal,000706050c030201
-8,-10,72,1,normal,000706050c030201
-8,-10,73,1,normal,000706050c030201
-8,-10,74,1,normal,000706050c030201
-8,-10,75,1,normal,000706050c030201
-8,-10,76,1,normal,000706050c030201
-8,-10,77,1,normal,000706050c030201
-8,-10,78,1,normal,000706050c030201
-8,-10,79,1,normal,000706050c030201
-8,-10,80,1,normal,000706050c030201
-8,-10,81,1,normal,000706050c030201
-8,-10,82,1,normal,000706050c030201
-8,-10,83,1,normal,000706050c030201
-8,-10,84,1,normal,000706050c030201
-8,-10,85,1,normal,000706050c030201
-8,-10,86,1,normal,000706050c030201
-8,-10,87,1,normal,000706050c030201
-8,-10,88,1,normal,000706050c030201
-8,-10,89,1,normal,000706050c030201
-8,-10,90,1,normal,000706050c030201
-8,-10,91,1,normal,000706050c030201
-8,-10,92,1,normal,000706050c030201
-8,-10,93,1,normal,000706050c030201
-8,-10,94,1,normal,000706050c030201
-8,-10,95,1,normal,000706050c030201
-8,-10,96,1,normal,000706050c030201
-8,-10,97,1,normal,000706050c030201
-8,-10,98,1,normal,000706050c030201
-8,-10,99,1,normal,000706050c030201
-8,-10,100,1,normal,000706050c030201
-8,-10,101,1,normal,000706050c030201
-8,-10,102,1,normal,000706050c030201
-8,-10,103,1,normal,000706050c030201
-8,-10,104,1,normal,000706050c030201
-8,-10,105,1,normal,000706050c030201
-8,-10,106,1,normal,000706050c030201
-8,-10,107,1,normal,000706050c030201
-8,-10,108,1,normal,000706050c030201
-8,-10,109,1,normal,000706050c030201
-8,-10,110,1,normal,000706050c030201
-8,-10,111,1,normal,000706050c030201
-8,-10,112,1,normal,000706050c030201
-8,-10,113,1,normal,000706050c030201
-8,-10,114,1,normal,000706050c030201
-8,-10,115,1,normal,000706050c030201
-8,-10,116,1,normal,000706050c030201
-8,-10,117,1,normal,000706050c030201
-8,-10,118,1,normal,000706050c030201
-8,-10,119,1,normal,000706050c030201
-8,-10,120,1,normal,000706050c030201
-8,-10,121,1,normal,000706050c030201
-8,-10,122,1,normal,000706050c030201
-8,-10,123,1,normal,000706050c030201
-8,-10,124,1,normal,000706050c030201
-8,-10,125,1,normal,000706050c030201
-8,-10,126,1,normal,000706050c030201
-8,-10,127,1,normal,000706050c030201
-8,-10,128,1,normal,000706050c030201
-8,-10,129,1,normal,000706050c030201
-8,-10,130,1,normal,000706050c030201
-8,-10,131,1,normal,000706050c030201
-8,-10,132,1,normal,000706050c030201
-8,-10,133,1,normal,000706050c030201
-8,-10,134,1,normal,000706050c030201
-8,-10,135,1,normal,000706050c030201
-8,-10,136,1,normal,000706050c030201
-8,-10,137,1,normal,000706050c030201
-8,-10,138,1,normal,000706050c030201
-8,-10,139,1,normal,000706050c030201
-8,-10,140,1,normal,000706050c030201
-8,-10,141,1,normal,000706050c030201
-8,-10,142,1,normal,000706050c030201
-8,-10,143,1,normal,000706050c030201
-8,-10,144,1,normal,000706050c030201
-8,-10,145,1,normal,000706050c030201
-8,-10,146,1,normal,000706050c030201
-8,-10,147,1,normal,000706050c030201
-8,-10,148,1,normal,000706050c030201
-8,-10,149,1,normal,000706050c030201
-8,-10,150,1,normal,000706050c030201
-8,-10,151,1,normal,000706050c030201
-8,-10,152,1,normal,000706050c030201
-8,-10,153,1,normal,000706050c030201
-8,-10,154,1,normal,000706050c030201
-8,-10,155,1,normal,000706050c030201
-8,-10,156,1,normal,000706050c030201
-8,-10,157,1,normal,000706050c030201
-8,-10,158,1,normal,000706050c030201
-8,-10,159,1,normal,000706050c030201
-8,-5,0,1,normal,000706050c030201
-8,-5,1,1,fault,5000002010000000
-8,-5,2,1,normal,000706050c030201
-8,-5,3,1,normal,000706050c030201
-8,-5,4,1,normal,000706050c030201
-8,-5,5,1,no_response,
-8,-5,6,1,normal,000706050c030201
-8,-5,7,1,fault,0007060504030201
-8,-5,8,1,normal,000706050c030201
-8,-5,9,1,normal,000706050c030201
-8,-5,10,1,normal,000706050c030201
-8,-5,11,1,normal,000706050c030201
-8,-5,12,1,normal,000706050c030201
-8,-5,13,1,fault,000000200c030201
-8,-5,14,1,normal,000706050c030201
-8,-5,15,1,no_response,
-8,-5,16,1,normal,000706050c030201
-8,-5,17,1,normal,000706050c030201
-8,-5,18,1,normal,000706050c030201
-8,-5,19,1,fault,5000002000030201
-8,-5,20,1,normal,000706050c030201
-8,-5,21,1,fault,d115060dd1120008
-8,-5,22,1,normal,000706050c030201
-8,-5,23,1,normal,000706050c030201
-8,-5,24,1,normal,000706050c030201
-8,-5,25,1,fault,0007060518000000
-8,-5,26,1,normal,000706050c030201
-8,-5,27,1,normal,000706050c030201
-8,-5,28,1,fault,d115060ddd110209
-8,-5,29,1,normal,000706050c030201
-8,-5,30,1,normal,000706050c030201
-8,-5,31,1,normal,000706050c030201
-8,-5,32,1,normal,000706050c030201
-8,-5,33,1,no_response,
-8,-5,34,1,normal,000706050c030201
-8,-5,35,1,fault,001806250c1c0221
-8,-5,36,1,normal,000706050c030201
-8,-5,37,1,normal,000706050c030201
-8,-5,38,1,normal,000706050c030201
-8,-5,39,1,fault,d115060ddd110209
-8,-5,40,1,normal,000706050c030201
-8,-5,41,1,normal,000706050c030201
-8,-5,42,1,no_response,
-8,-5,43,1,normal,000706050c030201
-8,-5,44,1,normal,000706050c030201
-8,-5,45,1,normal,000706050c030201
-8,-5,46,1,normal,000706050c030201
-8,-5,47,1,normal,000706050c030201
-8,-5,48,1,fault,00070605040c0201
-8,-5,49,1,normal,000706050c030201
-8,-5,50,1,fault,0007060514000209
-8,-5,51,1,normal,000706050c030201
-8,-5,52,1,normal,000706050c030201
-8,-5,53,1,normal,000706050c030201
-8,-5,54,1,fault,0007060518070605
-8,-5,55,1,normal,000706050c030201
-8,-5,56,1,normal,000706050c030201
-8,-5,57,1,normal,000706050c030201
-8,-5,58,1,fault,ff070605f3030201
-8,-5,59,1,normal,000706050c030201
-8,-5,60,1,normal,000706050c030201
-8,-5,61,1,normal,000706050c030201
-8,-5,62,1,normal,000706050c030201
-8,-5,63,1,normal,000706050c030201
-8,-5,64,1,normal,000706050c030201
-8,-5,65,1,normal,000706050c030201
-8,-5,66,1,normal,000706050c030201
-8,-5,67,1,fault,0007060504030201
-8,-5,68,1,normal,000706050c030201
-8,-5,69,1,normal,000706050c030201
-8,-5,70,1,no_response,
-8,-5,71,1,normal,000706050c030201
-8,-5,72,1,no_response,
-8,-5,73,1,normal,000706050c030201
-8,-5,74,1,normal,000706050c030201
-8,-5,75,1,normal,000706050c030201
-8,-5,76,1,normal,000706050c030201
-8,-5,77,1,normal,000706050c030201
-8,-5,78,1,normal,000706050c030201
-8,-5,79,1,normal,000706050c030201
-8,-5,80,1,normal,000706050c030201
-8,-5,81,1,normal,000706050c030201
-8,-5,82,1,capture_timeout,
-8,-5,83,1,normal,000706050c030201
-8,-5,84,1,normal,000706050c030201
-8,-5,85,1,normal,000706050c030201
-8,-5,86,1,capture_timeout,
-8,-5,87,1,normal,000706050c030201
-8,-5,88,1,no_response,
-8,-5,89,1,normal,000706050c030201
-8,-5,90,1,normal,000706050c030201
-8,-5,91,1,normal,000706050c030201
-8,-5,92,1,no_response,
-8,-5,93,1,normal,000706050c030201
-8,-5,94,1,no_response,
-8,-5,95,1,normal,000706050c030201
-8,-5,96,1,normal,000706050c030201
-8,-5,97,1,normal,000706050c030201
-8,-5,98,1,capture_timeout,
-8,-5,99,1,normal,000706050c030201
-8,-5,100,1,normal,000706050c030201
-8,-5,101,1,no_response,
-8,-5,102,1,normal,000706050c030201
-8,-5,103,1,normal,000706050c030201
-8,-5,104,1,normal,000706050c030201
-8,-5,105,1,normal,000706050c030201
-8,-5,106,1,normal,000706050c030201
-8,-5,107,1,normal,000706050c030201
-8,-5,108,1,normal,000706050c030201
-8,-5,109,1,no_response,
-8,-5,110,1,normal,000706050c030201
-8,-5,111,1,normal,000706050c030201
-8,-5,112,1,normal,000706050c030201
-8,-5,113,1,normal,000706050c030201
-8,-5,114,1,normal,000706050c030201
-8,-5,115,1,no_response,
-8,-5,116,1,normal,000706050c030201
-8,-5,117,1,no_response,
-8,-5,118,1,normal,000706050c030201
-8,-5,119,1,no_response,
-8,-5,120,1,normal,000706050c030201
-8,-5,121,1,normal,000706050c030201
-8,-5,122,1,error,Device failed to ack
-8,-5,123,1,normal,000706050c030201
-8,-5,124,1,no_response,
-8,-5,125,1,normal,000706050c030201
-8,-5,126,1,normal,000706050c030201
-8,-5,127,1,normal,000706050c030201
-8,-5,128,1,no_response,
-8,-5,129,1,normal,000706050c030201
-8,-5,130,1,normal,000706050c030201
-8,-5,131,1,no_response,
-8,-5,132,1,normal,000706050c030201
-8,-5,133,1,fault,00200020d1110000
-8,-5,134,1,normal,000706050c030201
-8,-5,135,1,normal,000706050c030201
-8,-5,136,1,normal,000706050c030201
-8,-5,137,1,normal,000706050c030201
-8,-5,138,1,normal,000706050c030201
-8,-5,139,1,normal,000706050c030201
-8,-5,140,1,normal,000706050c030201
-8,-5,141,1,no_response,
-8,-5,142,1,normal,000706050c030201
-8,-5,143,1,normal,000706050c030201
-8,-5,144,1,normal,000706050c030201
-8,-5,145,1,no_response,
-8,-5,146,1,normal,000706050c030201
-8,-5,147,1,no_response,
-8,-5,148,1,normal,000706050c030201
-8,-5,149,1,normal,000706050c030201
-8,-5,150,1,normal,000706050c030201
-8,-5,151,1,normal,000706050c030201
-8,-5,152,1,normal,000706050c030201
-8,-5,153,1,no_response,
-8,-5,154,1,normal,000706050c030201
-8,-5,155,1,normal,000706050c030201
-8,-5,156,1,normal,000706050c030201
-8,-5,157,1,normal,000706050c030201
-8,-5,158,1,no_response,
-8,-5,159,1,no_response,
-8,0,0,1,normal,000706050c030201
-8,0,1,1,fault,5000002010000000
-8,0,2,1,normal,000706050c030201
-8,0,3,1,normal,000706050c030201
-8,0,4,1,normal,000706050c030201
-8,0,5,1,no_response,
-8,0,6,1,normal,000706050c030201
-8,0,7,1,fault,0007060504030201
-8,0,8,1,normal,000706050c030201
-8,0,9,1,normal,000706050c030201
-8,0,10,1,normal,000706050c030201
-8,0,11,1,normal,000706050c030201
-8,0,12,1,normal,000706050c030201
-8,0,13,1,fault,000000200c030201
-8,0,14,1,normal,000706050c030201
-8,0,15,1,no_response,
-8,0,16,1,normal,000706050c030201
-8,0,17,1,normal,000706050c030201
-8,0,18,1,normal,000706050c030201
-8,0,19,1,fault,5000002000030201
-8,0,20,1,normal,000706050c030201
-8,0,21,1,fault,d115060dd1120008
-8,0,22,1,normal,000706050c030201
-8,0,23,1,normal,000706050c030201
-8,0,24,1,normal,000706050c030201
-8,0,25,1,fault,0007060518000000
-8,0,26,1,normal,000706050c030201
-8,0,27,1,normal,000706050c030201
-8,0,28,1,fault,d115060ddd110209
-8,0,29,1,normal,000706050c030201
-8,0,30,1,normal,000706050c030201
-8,0,31,1,normal,000706050c030201
-8,0,32,1,normal,000706050c030201
-8,0,33,1,no_response,
-8,0,34,1,normal,000706050c030201
-8,0,35,1,fault,001806250c1c0221
-8,0,36,1,no_response,
-8,0,37,1,normal,000706050c030201
-8,0,38,1,normal,000706050c030201
-8,0,39,1,fault,d115060ddd110209
-8,0,40,1,normal,000706050c030201
-8,0,41,1,normal,000706050c030201
-8,0,42,1,no_response,
-8,0,43,1,normal,000706050c030201
-8,0,44,1,normal,000706050c030201
-8,0,45,1,normal,000706050c030201
-8,0,46,1,normal,000706050c030201
-8,0,47,1,normal,000706050c030201
-8,0,48,1,fault,00070605140d0201
-8,0,49,1,normal,000706050c030201
-8,0,50,1,fault,0007060500030201
-8,0,51,1,normal,000706050c030201
-8,0,52,1,normal,000706050c030201
-8,0,53,1,normal,000706050c030201
-8,0,54,1,fault,0007060518070605
-8,0,55,1,normal,000706050c030201
-8,0,56,1,normal,000706050c030201
-8,0,57,1,normal,000706050c030201
-8,0,58,1,fault,0807060504040404
-8,0,59,1,normal,000706050c030201
-8,0,60,1,normal,000706050c030201
-8,0,61,1,normal,000706050c030201
-8,0,62,1,normal,000706050c030201
-8,0,63,1,normal,000706050c030201
-8,0,64,1,fault,0007060508000000
-8,0,65,1,normal,000706050c030201
-8,0,66,1,normal,000706050c030201
-8,0,67,1,fault,0007060504030201
-8,0,68,1,normal,000706050c030201
-8,0,69,1,normal,000706050c030201
-8,0,70,1,no_response,
-8,0,71,1,normal,000706050c030201
-8,0,72,1,no_response,
-8,0,73,1,normal,000706050c030201
-8,0,74,1,normal,000706050c030201
-8,0,75,1,normal,000706050c030201
-8,0,76,1,normal,000706050c030201
-8,0,77,1,normal,000706050c030201
-8,0,78,1,normal,000706050c030201
-8,0,79,1,normal,000706050c030201
-8,0,80,1,normal,000706050c030201
-8,0,81,1,normal,000706050c030201
-8,0,82,1,capture_timeout,
-8,0,83,1,normal,000706050c030201
-8,0,84,1,normal,000706050c030201
-8,0,85,1,normal,000706050c030201
-8,0,86,1,capture_timeout,
-8,0,87,1,normal,000706050c030201
-8,0,88,1,no_response,
-8,0,89,1,normal,000706050c030201
-8,0,90,1,normal,000706050c030201
-8,0,91,1,normal,000706050c030201
-8,0,92,1,no_response,
-8,0,93,1,normal,000706050c030201
-8,0,94,1,no_response,
-8,0,95,1,normal,000706050c030201
-8,0,96,1,normal,000706050c030201
-8,0,97,1,normal,000706050c030201
-8,0,98,1,capture_timeout,
-8,0,99,1,normal,000706050c030201
-8,0,100,1,normal,000706050c030201
-8,0,101,1,no_response,
-8,0,102,1,normal,000706050c030201
-8,0,103,1,normal,000706050c030201
-8,0,104,1,normal,000706050c030201
-8,0,105,1,normal,000706050c030201
-8,0,106,1,normal,000706050c030201
-8,0,107,1,normal,000706050c030201
-8,0,108,1,normal,000706050c030201
-8,0,109,1,no_response,
-8,0,110,1,normal,000706050c030201
-8,0,111,1,normal,000706050c030201
-8,0,112,1,normal,000706050c030201
-8,0,113,1,normal,000706050c030201
-8,0,114,1,normal,000706050c030201
-8,0,115,1,no_response,
-8,0,116,1,normal,000706050c030201
-8,0,117,1,no_response,
-8,0,118,1,normal,000706050c030201
-8,0,119,1,no_response,
-8,0,120,1,normal,000706050c030201
-8,0,121,1,normal,000706050c030201
-8,0,122,1,error,Device failed to ack
-8,0,123,1,normal,000706050c030201
-8,0,124,1,no_response,
-8,0,125,1,normal,000706050c030201
-8,0,126,1,normal,000706050c030201
-8,0,127,1,normal,000706050c030201
-8,0,128,1,no_response,
-8,0,129,1,normal,000706050c030201
-8,0,130,1,normal,000706050c030201
-8,0,131,1,no_response,
-8,0,132,1,normal,000706050c030201
-8,0,133,1,fault,00200020d1110000
-8,0,134,1,normal,000706050c030201
-8,0,135,1,normal,000706050c030201
-8,0,136,1,normal,000706050c030201
-8,0,137,1,normal,000706050c030201
-8,0,138,1,normal,000706050c030201
-8,0,139,1,normal,000706050c030201
-8,0,140,1,normal,000706050c030201
-8,0,141,1,no_response,
-8,0,142,1,normal,000706050c030201
-8,0,143,1,normal,000706050c030201
-8,0,144,1,normal,000706050c030201
-8,0,145,1,no_response,
-8,0,146,1,normal,000706050c030201
-8,0,147,1,no_response,
-8,0,148,1,normal,000706050c030201
-8,0,149,1,normal,000706050c030201
-8,0,150,1,normal,000706050c030201
-8,0,151,1,normal,000706050c030201
-8,0,152,1,normal,000706050c030201
-8,0,153,1,no_response,
-8,0,154,1,normal,000706050c030201
-8,0,155,1,normal,000706050c030201
-8,0,156,1,no_response,
-8,0,157,1,normal,000706050c030201
-8,0,158,1,no_response,
-8,0,159,1,normal,000706050c030201
-8,5,0,1,normal,000706050c030201
-8,5,1,1,no_response,
-8,5,2,1,normal,000706050c030201
-8,5,3,1,normal,000706050c030201
-8,5,4,1,normal,000706050c030201
-8,5,5,1,no_response,
-8,5,6,1,normal,000706050c030201
-8,5,7,1,no_response,
-8,5,8,1,normal,000706050c030201
-8,5,9,1,normal,000706050c030201
-8,5,10,1,normal,000706050c030201
-8,5,11,1,normal,000706050c030201
-8,5,12,1,normal,000706050c030201
-8,5,13,1,no_response,
-8,5,14,1,normal,000706050c030201
-8,5,15,1,no_response,
-8,5,16,1,normal,000706050c030201
-8,5,17,1,normal,000706050c030201
-8,5,18,1,normal,000706050c030201
-8,5,19,1,no_response,
-8,5,20,1,normal,000706050c030201
-8,5,21,1,no_response,
-8,5,22,1,normal,000706050c030201
-8,5,23,1,normal,000706050c030201
-8,5,24,1,normal,000706050c030201
-8,5,25,1,no_response,
-8,5,26,1,normal,000706050c030201
-8,5,27,1,normal,000706050c030201
-8,5,28,1,no_response,
-8,5,29,1,normal,000706050c030201
-8,5,30,1,normal,000706050c030201
-8,5,31,1,normal,000706050c030201
-8,5,32,1,normal,000706050c030201
-8,5,33,1,no_response,
-8,5,34,1,normal,000706050c030201
-8,5,35,1,no_response,
-8,5,36,1,no_response,
-8,5,37,1,normal,000706050c030201
-8,5,38,1,normal,000706050c030201
-8,5,39,1,no_response,
-8,5,40,1,normal,000706050c030201
-8,5,41,1,normal,000706050c030201
-8,5,42,1,no_response,
-8,5,43,1,normal,000706050c030201
-8,5,44,1,normal,000706050c030201
-8,5,45,1,normal,000706050c030201
-8,5,46,1,normal,000706050c030201
-8,5,47,1,normal,000706050c030201
-8,5,48,1,no_response,
-8,5,49,1,normal,000706050c030201
-8,5,50,1,no_response,
-8,5,51,1,normal,000706050c030201
-8,5,52,1,normal,000706050c030201
-8,5,53,1,normal,000706050c030201
-8,5,54,1,no_response,
-8,5,55,1,normal,000706050c030201
-8,5,56,1,normal,000706050c030201
-8,5,57,1,normal,000706050c030201
-8,5,58,1,no_response,
-8,5,59,1,normal,000706050c030201
-8,5,60,1,no_response,
-8,5,61,1,normal,000706050c030201
-8,5,62,1,normal,000706050c030201
-8,5,63,1,normal,000706050c030201
-8,5,64,1,no_response,
-8,5,65,1,normal,000706050c030201
-8,5,66,1,normal,000706050c030201
-8,5,67,1,no_response,
-8,5,68,1,normal,000706050c030201
-8,5,69,1,normal,000706050c030201
-8,5,70,1,no_response,
-8,5,71,1,normal,000706050c030201
-8,5,72,1,no_response,
-8,5,73,1,normal,000706050c030201
-8,5,74,1,normal,000706050c030201
-8,5,75,1,normal,000706050c030201
-8,5,76,1,normal,000706050c030201
-8,5,77,1,normal,000706050c030201
-8,5,78,1,normal,000706050c030201
-8,5,79,1,normal,000706050c030201
-8,5,80,1,normal,000706050c030201
-8,5,81,1,no_response,
-8,5,82,1,normal,000706050c030201
-8,5,83,1,normal,000706050c030201
-8,5,84,1,normal,000706050c030201
-8,5,85,1,no_response,
-8,5,86,1,no_response,
-8,5,87,1,normal,000706050c030201
-8,5,88,1,no_response,
-8,5,89,1,normal,000706050c030201
-8,5,90,1,normal,000706050c030201
-8,5,91,1,normal,000706050c030201
-8,5,92,1,no_response,
-8,5,93,1,normal,000706050c030201
-8,5,94,1,no_response,
-8,5,95,1,normal,000706050c030201
-8,5,96,1,normal,000706050c030201
-8,5,97,1,no_response,
-8,5,98,1,normal,000706050c030201
-8,5,99,1,normal,000706050c030201
-8,5,100,1,normal,000706050c030201
-8,5,101,1,no_response,
-8,5,102,1,normal,000706050c030201
-8,5,103,1,normal,000706050c030201
-8,5,104,1,normal,000706050c030201
-8,5,105,1,normal,000706050c030201
-8,5,106,1,no_response,
-8,5,107,1,normal,000706050c030201
-8,5,108,1,normal,000706050c030201
-8,5,109,1,no_response,
-8,5,110,1,normal,000706050c030201
-8,5,111,1,normal,000706050c030201
-8,5,112,1,normal,000706050c030201
-8,5,113,1,normal,000706050c030201
-8,5,114,1,normal,000706050c030201
-8,5,115,1,no_response,
-8,5,116,1,normal,000706050c030201
-8,5,117,1,no_response,
-8,5,118,1,normal,000706050c030201
-8,5,119,1,no_response,
-8,5,120,1,normal,000706050c030201
-8,5,121,1,normal,000706050c030201
-8,5,122,1,no_response,
-8,5,123,1,normal,000706050c030201
-8,5,124,1,no_response,
-8,5,125,1,normal,000706050c030201
-8,5,126,1,normal,000706050c030201
-8,5,127,1,normal,000706050c030201
-8,5,128,1,no_response,
-8,5,129,1,normal,000706050c030201
-8,5,130,1,normal,000706050c030201
-8,5,131,1,no_response,
-8,5,132,1,normal,000706050c030201
-8,5,133,1,no_response,
-8,5,134,1,normal,000706050c030201
-8,5,135,1,normal,000706050c030201
