trial,width,offset,ext_offset,repeat,status,randomness_hex,input_packet_hex,input_w0,input_w1,input_w2,input_w3,expected_output,glitched_output,fault_byte_count,fault_byte_positions_0_indexed,xor_diffs_hex
233,-10,14,64,5,fault,59a63e4a,575defa1604c158b1a02f9bb7e4ec4c9,0xa1ef5d57,0x8b154c60,0xbbf9021a,0xc9c44e7e,39ea3ac31dea02e1,575defa11dea02e1,4,0;1;2;3,6e;b7;d5;62
234,-10,14,64,5,fault,d4db5fe3,bf83d7af73b15e3a1c17e31ea76d71cd,0xafd783bf,0x3a5eb173,0x1ee3171c,0xcd716da7,f7fa0feb7fc88f7a,bf83d7af7fc88f7a,4,0;1;2;3,48;79;d8;44
235,-10,14,64,5,fault,588899d4,0ece2eb45246211b77f61302f442cfe8,0xb42ece0e,0x1b214652,0x0213f677,0xe8cf42f4,08ca98dc084a9476,0ece2eb4084a9476,4,0;1;2;3,06;04;b6;68
236,-10,14,64,5,fault,972bec0e,1cb08c5ef4f6bf1c126a7f09ab710f57,0x5e8cb01c,0x1cbff6f4,0x097f6a12,0x570f71ab,375be31a9f59d358,1cb08c5e9f59d358,4,0;1;2;3,2b;eb;6f;44
237,-10,14,64,5,fault,8ee812a7,546f099790d520248a8e544a678e336d,0x97096f54,0x2420d590,0x4a548e8a,0x6d338e67,8e6c32834a6c13a0,546f09974a6c13a0,4,0;1;2;3,da;03;3b;14
238,-10,14,64,5,fault,66be96b5,5d57ee6634c6d66b263ddd7c2a6222c0,0x66ee575d,0x6bd6c634,0x7cdd3d26,0xc022622a,46fc94f54eedacf9,5d57ee664eedacf9,4,0;1;2;3,1b;ab;7a;93
239,-10,14,64,5,fault,7e7631eb,ee070ce3d7f13e2840dce40c93789b46,0xe30c07ee,0x283ef1d7,0x0ce4dc40,0x469b7893,ed062bebfca219a1,ee070ce3fca219a1,4,0;1;2;3,03;01;27;08
240,-10,14,64,5,fault,fa753e88,cedcd47161f89681b49601ee1aab0956,0x71d4dcce,0x8196f861,0xee0196b4,0x5609ab1a,fadd3e8854f93e38,cedcd47154f93e38,4,0;1;2;3,34;01;ea;f9
241,-10,14,64,5,fault,de6e1c28,b421889a6dc81270efab6025833fba0a,0x9a8821b4,0x7012c86d,0x2560abef,0x0aba3f83,df660e2897e69402,b421889a97e69402,4,0;1;2;3,6b;47;86;b2
242,-10,14,64,5,fault,2eb4e6d7,6e924e85738a55c8a274cff12a07691f,0x854e926e,0xc8558a73,0xf1cf74a2,0x1f69072a,0cb6a7df04a6a593,6e924e8504a6a593,4,0;1;2;3,62;24;e9;5a
243,-10,14,64,5,fault,126a8b20,f5d08e231ba94fc795146a67a792807e,0x238ed0f5,0xc74fa91b,0x676a1495,0x7e8092a7,11ea8b6633ea4b66,f5d08e2333ea4b66,4,0;1;2;3,e4;3a;05;45
244,-10,14,64,5,fault,7ad94190,58fa1725ea73b34384f816b49369a503,0x2517fa58,0x43b373ea,0xb416f884,0x03a56993,f8b8e093ea3940b5,58fa1725ea3940b5,4,0;1;2;3,a0;42;f7;b6
245,-10,14,64,5,fault,25339c8c,afd984934f7ed5cec38aa6285393476a,0x9384d9af,0xced57e4f,0x28a68ac3,0x6a479353,6621d9c6e6209886,afd98493e6209886,4,0;1;2;3,c9;f8;5d;55
246,-10,14,64,5,fault,58a770c1,e783a1e789aed2c78db364c71292f87f,0xe7a183e7,0xc7d2ae89,0xc764b38d,0x7ff89212,5825a0865604b0a6,e783a1e75604b0a6,4,0;1;2;3,bf;a6;01;61
247,-10,14,64,5,fault,8fd9367e,49bfb68deec719287137207109da1a1d,0x8db6bf49,0x2819c7ee,0x71203771,0x1d1ada09,871b2e76a7730452,49bfb68da7730452,4,0;1;2;3,ce;a4;98;fb
248,-10,14,64,5,fault,38a7a060,c734d6739a3e0311994d36f391b4c0e3,0x73d634c7,0x11033e9a,0xf3364d99,0xe3c0b491,a893a061a09b7461,c734d673a09b7461,4,0;1;2;3,6f;a7;76;12
249,-10,14,64,5,fault,135e3cc3,5f2e196b2e0ac428005594c57a8a72d6,0x6b192e5f,0x28c40a2e,0xc5945500,0xd6728a7a,39547cc34950b8c0,5f2e196b4950b8c0,4,0;1;2;3,66;7a;65;a8
250,-10,14,64,5,fault,b06d6477,335382e4511464cb5ccbd3f65667ba0e,0xe4825333,0xcb641451,0xf6d3cb5c,0x0eba6756,e069447de26d2455,335382e4e26d2455,4,0;1;2;3,d3;3a;c6;99
251,-10,14,64,5,fault,50d54c39,256c86ba04fe3d6515f265876d02722a,0xba866c25,0x653dfe04,0x8765f215,0x2a72026d,54d77c1974476f94,256c86ba74476f94,4,0;1;2;3,71;bb;fa;a3
252,-10,14,64,5,fault,a56ce79d,62f4e66ca5d0a54142fa6614d2870d9a,0x6ce6f462,0x41a5d0a5,0x1466fa42,0x9a0d87d2,25ece29da5c8a191,62f4e66ca5c8a191,4,0;1;2;3,47;18;04;f1
253,-10,14,64,5,fault,bae9ed1b,2983721464d9c6eb794eb475981a33c6,0x14728329,0xebc6d964,0x75b44e79,0xc6331a98,baf1efd9fba16b6a,29837214fba16b6a,4,0;1;2;3,93;72;9d;cd
254,-10,14,64,5,fault,b60819e0,8188cb20b7ae2e1f46740c4b904ea32b,0x20cb8881,0x1f2eaeb7,0x4b0c7446,0x2ba34e90,26063beb30249ecb,8188cb2030249ecb,4,0;1;2;3,a7;8e;f0;cb
255,-10,14,64,5,fault,770d74ee,92929feef869b93f532fbba14d810e20,0xee9f9292,0x3fb969f8,0xa1bb2f53,0x200e814d,3f0c7cce35a6584f,92929fee35a6584f,4,0;1;2;3,ad;9e;e3;20
256,-10,14,64,5,fault,9b17c0bd,699bc9a83b15ceab6e110e77a66dbcbe,0xa8c99b69,0xabce153b,0x770e116e,0xbebc6da6,b9124c17f91e4e16,699bc9a8f91e4e16,4,0;1;2;3,d0;89;85;bf
257,-10,14,64,5,fault,cb9c5f7f,eef09fcb612cb2eebd527eb16ba49ae5,0xcb9ff0ee,0xeeb22c61,0xb17e52bd,0xe59aa46b,aab8cd9b2c6ce99f,eef09fcb2c6ce99f,4,0;1;2;3,44;48;52;50
258,-10,14,64,5,fault,79662fa1,104fc483e5a3bf3c3cd69c56506b6004,0x83c44f10,0x3cbfa3e5,0x569cd63c,0x04606b50,39450fa55de977b7,104fc4835de977b7,4,0;1;2;3,29;0a;cb;26
259,-10,14,64,5,fault,05363935,2b2ebca2ef452badd38c742157d070d5,0xa2bc2e2b,0xad2b45ef,0x21748cd3,0xd570d057,427619b0c63e1db4,2b2ebca2c63e1db4,4,0;1;2;3,69;58;a5;12
260,-10,14,64,5,fault,8183591a,1df462b8e54eaeb3fb21d2dc1f59caad,0xb862f41d,0xb3ae4ee5,0xdcd221fb,0xadca591f,84cbd3bb64f3dbba,1df462b864f3dbba,4,0;1;2;3,99;3f;b1;03
261,-10,14,64,5,fault,880f913a,0d26ae0e0554d8def6fc74cd1dcb4471,0x0eae260d,0xded85405,0xcd74fcf6,0x7144cb1d,8d4fd16a857de1fa,0d26ae0e857de1fa,4,0;1;2;3,80;69;7f;64
262,-10,14,64,5,fault,8cc6b82d,41bfa80458d7d66e51e6bb7fb90a019a,0x04a8bf41,0x6ed6d758,0x7fbbe651,0x9a010ab9,94c4b8279cac8247,41bfa8049cac8247,4,0;1;2;3,d5;7b;10;23
263,-10,14,64,5,fault,5a56f9fd,949aebae50fa8e0f0bf0122d082ed9cd,0xaeeb9a94,0x0f8efa50,0x2d12f00b,0xcdd92e08,5a7c71f05a3c3050,949aebae5a3c3050,4,0;1;2;3,ce;e6;9a;5e
264,-10,14,64,5,fault,bc99ad51,5efd512ce9f3f3cdf771b57db16ffdd2,0x2c51fd5e,0xcdf3f3e9,0x7db571f7,0xd2fd6fb1,1dfa5c911bf45c30,5efd512c1bf45c30,4,0;1;2;3,43;07;0d;bd
265,-10,14,64,5,fault,f2134d77,5a6f7c2e0cdba899b89d75a5155ef108,0x2e7c6f5a,0x99a8db0c,0xa5759db8,0x08f15e15,f649ed7ff2c969da,5a6f7c2ef2c969da,4,0;1;2;3,ac;26;91;51
266,-10,14,64,5,fault,a6c5ce31,6ba83ad970bb5ce37e73c8e52ad206e0,0xd93aa86b,0xe35cbb70,0xe5c8737e,0xe006d22a,8657cad196568cd1,6ba83ad996568cd1,4,0;1;2;3,ed;ff;f0;08
267,-10,14,64,5,fault,e3b31375,a318b86c04f452db9d090f68fd37b256,0x6cb818a3,0xdb52f404,0x680f099d,0x56b237fd,e7870127c7aba911,a318b86cc7aba911,4,0;1;2;3,44;9f;b9;4b
268,-10,14,64,5,fault,bc57389e,8d41f47ed3c097910a7177bb1fe3ab16,0x7ef4418d,0x9197c0d3,0xbb77710a,0x16abe31f,af97bb8ebb17fb23,8d41f47ebb17fb23,4,0;1;2;3,22;d6;4f;f0
269,-10,14,64,5,fault,11332851,5be5ba4e5596fda963d460d9f02589d7,0x4ebae55b,0xa9fd9655,0xd960d463,0xd78925f0,4137a1d04346e0d6,5be5ba4e4346e0d6,4,0;1;2;3,1a;d2;1b;9e
270,-10,14,64,5,fault,3b74d74e,f71c9d8f5f99b6a8bace2d50cd1f07b0,0x8f9d1cf7,0xa8b6995f,0x502dceba,0xb0071fcd,766dd1ee56ecfbce,f71c9d8f56ecfbce,4,0;1;2;3,81;71;4c;61
271,-10,14,64,5,fault,95b778e3,1cdf589b9d5e54493762a8c8dc542d50,0x9b58df1c,0x49545e9d,0xc8a86237,0x502d54dc,09e37ca388e37833,1cdf589b88e37833,4,0;1;2;3,15;3c;24;38
272,-10,14,64,5,fault,5073287a,879671ca26d91449b768fe6c2dcd73fc,0xca719687,0x4914d926,0x6cfe68b7,0xfc73cd2d,74ba3832f4bf3db2,879671caf4bf3db2,4,0;1;2;3,f3;2c;49;f8
273,-10,14,64,5,fault,ad898aca,4ded3ded5251c4603800173116ab93f1,0xed3ded4d,0x60c45152,0x31170038,0xf193ab16,bf880aaab1208a2a,4ded3dedb1208a2a,4,0;1;2;3,f2;65;37;47
274,-10,14,64,5,fault,c2558815,112ad184c4abe2781c84666dd80bcf46,0x84d12a11,0x78e2abc4,0x6d66841c,0x46cf0bd8,025e4a55c6df6b7d,112ad184c6df6b7d,4,0;1;2;3,13;74;9b;d1
275,-10,14,64,5,fault,7098c439,5da0634c06506662f614d2a04d70fdf8,0x4c63a05d,0x62665006,0xa0d214f6,0xf8fd704d,74c8a0596fa8a551,5da0634c6fa8a551,4,0;1;2;3,29;68;c3;15
276,-10,14,64,5,fault,9c8cb33f,4cb142ebd45a3fc37dd420298fb87c3a,0xeb42b14c,0xc33f5ad4,0x2920d47d,0x3a7cb88f,18948f3d88fcd33d,4cb142eb88fcd33d,4,0;1;2;3,54;25;cd;d6
277,-10,14,64,5,fault,8ab0c880,01d549bfa3052a660d85939f7a0bf36e,0xbf49d501,0x662a05a3,0x9f93850d,0x6ef30b7a,a8b1eae68a318a37,01d549bf8a318a37,4,0;1;2;3,a9;64;a3;59
278,-10,14,64,5,fault,93cf2959,090ec9752f2d7085e5350b4c5fa36d1e,0x75c90e09,0x85702d2f,0x4c0b35e5,0x1e6da35f,9cee495dbeec690d,090ec975beec690d,4,0;1;2;3,95;e0;80;28
279,-10,14,64,5,fault,e22bc937,c433d459d216e41b0870f67803f3f497,0x59d433c4,0x1be416d2,0x78f67008,0x97f4f303,e0392d24e2382d66,c433d459e2382d66,4,0;1;2;3,24;0a;f9;7d
280,-10,14,64,5,fault,12b0d8df,210ab316f25b8300ee644bfdb1659090,0x16b30a21,0x00835bf2,0xfd4b64ee,0x909065b1,a2f158dff1f048db,210ab316f1f048db,4,0;1;2;3,83;fb;eb;c9
281,-10,14,64,5,fault,a09a7276,1035cae570c0486f42f2f18257ed7c80,0xe5ca3510,0x6f48c070,0x82f1f242,0x807ced57,f05a3a76f04fba74,1035cae5f04fba74,4,0;1;2;3,e0;6f;f0;93
282,-10,14,64,5,fault,095d2b13,8d87638c4ac3dec7fa89a8111258cc6d,0x8c63878d,0xc7dec34a,0x11a889fa,0x6dcc5812,0b1de756cb5dc31e,8d87638ccb5dc31e,4,0;1;2;3,86;9a;84;da
283,-10,14,64,5,fault,3e0b5359,ea2bad6871241cfb0dae8b4d6c3da099,0x68ad2bea,0xfb1c2471,0x4d8bae0d,0x99a03d6c,5e2f53c05f2c7250,ea2bad685f2c7250,4,0;1;2;3,b4;04;fe;a8
284,-10,14,64,5,fault,5872b692,f26682677c5dbe0abfaa7a23345663a4,0x678266f2,0x0abe5d7c,0x237aaabf,0xa4635634,6c269492e61e8c97,f2668267e61e8c97,4,0;1;2;3,9e;40;16;f5
285,-10,14,64,5,fault,68d676db,51d4cfd080a6c6134d3fed9477a7d675,0xd0cfd451,0x13c6a680,0x94ed3f4d,0x75d6a777,6870b0ca7860b90b,51d4cfd07860b90b,4,0;1;2;3,39;a4;7f;1a
286,-10,14,64,5,fault,fb96919e,ab99b45c7d748d0f53b9bce6512fdb3f,0x5cb499ab,0x0f8d747d,0xe6bcb953,0x3fdb2f51,aab21891a83639c0,ab99b45ca83639c0,4,0;1;2;3,01;2b;ac;cd
287,-10,14,64,5,fault,55c9916e,81ea99834fe81e6fabf2425a9e010eac,0x8399ea81,0x6f1ee84f,0x5a42f2ab,0xac0e019e,5bc99f425fcb9ba6,81ea99835fcb9ba6,4,0;1;2;3,da;23;06;c1
288,-10,14,64,5,fault,c16fa081,698a3051ba62cde20ccf175629d162b8,0x51308a69,0xe2cd62ba,0x5617cf0c,0xb862d129,e92fe021e8279583,698a3051e8279583,4,0;1;2;3,80;a5;d0;70
289,-10,14,64,5,fault,e0168b00,43aaebc42be4a3a160e4e1431838d19d,0xc4ebaa43,0xa1a3e42b,0x43e1e460,0x9dd13818,e8360a81807a0ac5,43aaebc4807a0ac5,4,0;1;2;3,ab;9c;e1;45
290,-10,14,64,5,fault,a494b0bb,201d74a6ebf97ea4a6fc45fdeae9e7e5,0xa6741d20,0xa47ef9eb,0xfd45fca6,0xe5e7e9ea,4e7dd61f0679d41f,201d74a60679d41f,4,0;1;2;3,6e;60;a2;b9
291,-10,14,64,5,fault,a3357644,2920cd09c9ec9a373bdc547d3e66ba37,0x09cd2029,0x379aecc9,0x7d54dc3b,0x37ba663e,ab51ec73abd9aa79,2920cd09abd9aa79,4,0;1;2;3,82;71;21;7a
292,-10,14,64,5,fault,f71ad0e5,9613c03da776eb914f4cb54bb34ee2ab,0x3dc01396,0x91eb76a7,0x4bb54c4f,0xabe24eb3,545c3264645c31c4,9613c03d645c31c4,4,0;1;2;3,c2;4f;f2;59
293,-10,14,64,5,fault,e1072356,438611f51eb393dd7d42c3eeef8b267e,0xf5118643,0xdd93b31e,0xeec3427d,0x7e268bef,ef84210aff85a10a,438611f5ff85a10a,4,0;1;2;3,ac;02;30;ff
294,-10,14,64,5,fault,fc8e9ee8,60bba96b14def9938cec71972c88dbdf,0x6ba9bb60,0x93f9de14,0x9771ec8c,0xdfdb882c,f806477bd8624733,60bba96bd8624733,4,0;1;2;3,98;bd;ee;10
295,-10,14,64,5,fault,83189997,d0a295f8ffb29b6801738313e36c8fa8,0xf895a2d0,0x689bb2ff,0x13837301,0xa88f6ce3,603812bf42281e2f,d0a295f842281e2f,4,0;1;2;3,b0;9a;87;47
296,-10,14,64,5,fault,916a2bcc,904abb911e111247b150cd16f473c931,0x91bb4a90,0x4712111e,0x16cd50b1,0x31c973f4,857b2bcd81782bcb,904abb9181782bcb,4,0;1;2;3,15;31;90;5c
297,-10,14,64,5,fault,e722090f,c4cce6381bf72e8a6fc768b0b70a231d,0x38e6ccc4,0x8a2ef71b,0xb068c76f,0x1d230ab7,f4202b072c2963a7,c4cce6382c2963a7,4,0;1;2;3,30;ec;cd;3f
298,-10,14,64,5,fault,f86e2a5e,92d196fadc76f49de75db6476a2b498e,0xfa96d192,0x9df476dc,0x47b65de7,0x8e492b6a,b04c6ad2bc6a0893,92d196fabc6a0893,4,0;1;2;3,22;9d;fc;28
299,-10,14,64,5,fault,2060ab63,1763e938607e196958cd7ff5673f3b8f,0x38e96317,0x69197e60,0xf57fcd58,0x8f3b3f67,405eb26a774ef23a,1763e938774ef23a,4,0;1;2;3,57;3d;5b;52
300,-10,14,64,5,fault,d0175f42,a9b421cd606b1832b1b7a99da7bd5b0a,0xcd21b4a9,0x32186b60,0x9da9b7b1,0x0a5bbda7,f03e4740f03477d7,a9b421cdf03477d7,4,0;1;2;3,59;8a;66;8d
301,-10,14,64,5,fault,71d96d47,0a14b6227e62399e53742c92b0cc613a,0x22b6140a,0x9e39627e,0x922c7453,0x3a61ccb0,41994c5d21a941f5,0a14b62221a941f5,4,0;1;2;3,4b;8d;fa;7f
302,-10,14,64,5,fault,629012c1,8bc42b6b1eaa3a13a11360cc20878515,0x6b2bc48b,0x133aaa1e,0xcc6013a1,0x15858720,621212d0e3161388,8bc42b6be3161388,4,0;1;2;3,e9;d6;39;bb
303,-10,14,64,5,fault,82248b03,bd7d1d6a84efdb4fd6fb172a7d9b44c3,0x6a1d7dbd,0x4fdbef84,0x2a17fbd6,0xc3449b7d,86afcb40afaf8961,bd7d1d6aafaf8961,4,0;1;2;3,3b;d2;d6;2a
304,-10,14,64,5,fault,6a11556e,a0ea4f2f03f2197b6569f8b2abe95cf6,0x2f4feaa0,0x7b19f203,0xb2f86965,0xf65ce9ab,69f14d1cebf14958,a0ea4f2febf14958,4,0;1;2;3,c9;1b;02;33
305,-10,14,64,5,fault,a6fb4c24,c68ac9d19670276f2c039db9de957d76,0xd1c98ac6,0x6f277096,0xb99d032c,0x767d95de,30eb6942607989cc,c68ac9d1607989cc,4,0;1;2;3,f6;61;a0;93
306,-10,14,64,5,fault,43b884a0,26c1bf9f81ebfbd074f9263dfad823f0,0x9fbfc126,0xd0fbeb81,0x3d26f974,0xf023d8fa,c370a7704550a33d,26c1bf9f4550a33d,4,0;1;2;3,e5;b1;18;ef
307,-10,14,64,5,fault,50adda9e,a7d290137449528029795b7c8f171bd7,0x1390d2a7,0x80524974,0x7c5b7929,0xd71b178f,54acc81ed6a6889d,a7d29013d6a6889d,4,0;1;2;3,f3;7e;58;0d
308,-10,14,64,5,fault,76f026d1,da5ba0adc3107ba8b7b38ff1f5d420e4,0xada05bda,0xa87b10c3,0xf18fb3b7,0xe420d4f5,b7e00671b7a38d74,da5ba0adb7a38d74,4,0;1;2;3,6d;bb;a6;dc
309,-10,14,64,5,fault,42387cce,a24919a8012ae5e3cd4c4cba9c3184e3,0xa81949a2,0xe3e52a01,0xba4c4ccd,0xe384319c,4218f82d43793064,a24919a843793064,4,0;1;2;3,e0;51;e1;85
310,-10,14,64,5,fault,f2c959f6,7187a5e2e985be8f62fc500f2956b00c,0xe2a58771,0x8fbe85e9,0x0f50fc62,0x0cb05629,dbcde9fad3cfe9fb,7187a5e2d3cfe9fb,4,0;1;2;3,aa;4a;4c;18
311,-10,14,64,5,fault,00de2ee4,a71771b7f721b636a8596b2988f875dc,0xb77117a7,0x36b621f7,0x296b59a8,0xdc75f888,80fe1af080de1c71,a71771b780de1c71,4,0;1;2;3,27;e9;6b;47
312,-10,14,64,5,fault,886304c5,e2501e80fe50a4266532d163c93e886a,0x801e50e2,0x26a450fe,0x63d13265,0x6a883ec9,407384e74c739ce7,e2501e804c739ce7,4,0;1;2;3,a2;23;9a;67
313,-10,14,64,5,fault,bffeebfb,4d393085f91d4f4e2a780929da754e19,0x8530394d,0x4e4f1df9,0x2909782a,0x194e75da,67eba5f3d7efe2f3,4d393085d7efe2f3,4,0;1;2;3,2a;d2;95;76
314,-10,14,64,5,fault,a83828d0,a45ef0891ca2dadeae44482c1dfac01a,0x89f05ea4,0xdedaa21c,0x2c4844ae,0x1ac0fa1d,b49ae8ca0426e0dc,a45ef0890426e0dc,4,0;1;2;3,10;c4;18;43
315,-10,14,64,5,fault,a552bbaa,ba0d398e1707ebf0e700309e64ca16b7,0x8e390dba,0xf0eb0717,0x9e3000e7,0xb716ca64,a150b91a205abb32,ba0d398e205abb32,4,0;1;2;3,1b;5d;80;94
316,-10,14,64,5,fault,ad08edf3,fbf65702e052d064d160b1df11a1f637,0x0257f6fb,0x64d052e0,0xdfb160d1,0x37f6a111,ad083dd7ad883ab7,fbf65702ad883ab7,4,0;1;2;3,56;fe;6a;d5
317,-10,14,64,5,fault,4737ac51,96c30fd5327b16663f75a7e5df2d18b3,0xd50fc396,0x66167b32,0xe5a7753f,0xb3182ddf,551ebc73f506a561,96c30fd5f506a561,4,0;1;2;3,c3;dd;b3;a6
318,-10,14,64,5,fault,e0e92898,4f70f4c771bdcdcc58a30f31ab049e88,0xc7f4704f,0xcccdbd71,0x310fa358,0x889e04ab,c1eda410f368b519,4f70f4c7f368b519,4,0;1;2;3,8e;9d;50;d7
319,-10,14,64,5,fault,8ed2fff0,f686fdf5b32d2b62e426d021341eac07,0xf5fd86f6,0x622b2db3,0x21d026e4,0x07ac1e34,beded7f2fef683f4,f686fdf5fef683f4,4,0;1;2;3,48;58;2a;07
320,-10,14,64,5,fault,fe19e203,0596c42787428498feb54a6ce04f1b89,0x27c49605,0x98844287,0x6c4ab5fe,0x891b4fe0,7e5be28b7c8ba22e,0596c4277c8ba22e,4,0;1;2;3,7b;cd;26;ac
321,-10,14,64,5,fault,b0199010,f1950c8b0840d13714056bbe88ca65eb,0x8b0c95f1,0x37d14008,0xbe6b0514,0xeb65ca88,b859d133209cdd27,f1950c8b209cdd27,4,0;1;2;3,49;cc;dd;b8
322,-10,14,64,5,fault,a7a61ff3,fe0816aceae7bddb4924bf9843cf76b8,0xac1608fe,0xdbbde7ea,0x98bf2449,0xb876cf43,e5612b6be58aa24b,fe0816ace58aa24b,4,0;1;2;3,1b;69;3d;c7
323,-10,14,64,5,fault,ad4a919a,608cd819585c10d499fd5ade958cc165,0x19d88c60,0xd4105c58,0xde5afd99,0x65c18c95,bd4691deb5161957,608cd819b5161957,4,0;1;2;3,dd;ca;49;c7
324,-10,14,64,5,fault,27a1ffd3,6fad2aeb70acaa5fa7d6922212441f3a,0xeb2aad6f,0x5faaac70,0x2292d6a7,0x3a1f4412,37a5f5c922a575d9,6fad2aeb22a575d9,4,0;1;2;3,58;08;df;22
325,-10,14,64,5,fault,bfdb7150,d0d937ce3c7b4b925d2e4e7618c6f9ec,0xce37d9d0,0x924b7b3c,0x764e2e5d,0xecf9c618,a79938d0e3390cc8,d0d937cee3390cc8,4,0;1;2;3,77;40;0f;1e
326,-10,14,64,5,fault,73c53b4d,f18736b5e275f10ef2e0de4c3f9aa4de,0xb53687f1,0x0ef175e2,0x4cdee0f2,0xdea49a3f,51d59b4350a7d9d1,f18736b550a7d9d1,4,0;1;2;3,a0;52;ad;f6
327,-10,14,64,5,fault,d66aface,9ae0755693bba700081ccf32de3537ca,0x5675e09a,0x00a7bb93,0x32cf1c08,0xca3735de,445bddce44520d9e,9ae0755644520d9e,4,0;1;2;3,de;bb;a8;98
328,-10,14,64,5,fault,d6b5fad3,8fe958f74a43e6505990adfff3e5972c,0xf758e98f,0x50e6434a,0xffad9059,0x2c97e5f3,94f47cd314d44650,8fe958f714d44650,4,0;1;2;3,1b;1d;24;24
329,-10,14,64,5,fault,096f934a,56f7bfeea1d14836a8b2a3357d9e8f48,0xeebff756,0x3648d1a1,0x35a3b2a8,0x488f9e7d,28ff9b4afddbbf12,56f7bfeefddbbf12,4,0;1;2;3,7e;08;24;a4
330,-10,14,64,5,fault,5dec945d,a18724a93ef3df35f323c46785693dfc,0xa92487a1,0x35dff33e,0x67c423f3,0xfc3d6985,598d89694fcd70f1,a18724a94fcd70f1,4,0;1;2;3,f8;0a;ad;c0
331,-10,14,64,5,fault,ced56b30,8b6990ba2ee0f480332eaf844e0f7fe8,0xba90698b,0x80f4e02e,0x84af2e33,0xe87f0f4e,c0d51fb0e5d45f98,8b6990bae5d45f98,4,0;1;2;3,4b;bc;8f;0a
332,-10,14,64,5,fault,62f9744f,54623eadd0c79397e287891146087aaf,0xad3e6254,0x9793c7d0,0x118987e2,0xaf7a0846,22f966c8a67cc7f2,54623eada67cc7f2,4,0;1;2;3,76;9b;58;65
333,-10,14,64,5,fault,1cbe27ef,10d20e7397446d7272ef0ec3d905d016,0x730ed210,0x726d4497,0xc30eef72,0x16d005d9,8dba67fd0e3825fc,10d20e730e3825fc,4,0;1;2;3,9d;68;69;8e
334,-10,14,64,5,fault,f38ebbb9,3a84507849b2a0025b697bdde7aa24ee,0x7850843a,0x02a0b249,0xdd7b695b,0xee24aae7,b22c9bbb822ecb89,3a845078822ecb89,4,0;1;2;3,88;a8;cb;c3
335,-10,14,64,5,fault,1b756f88,8b5dd5b518f9341dd03733672102067a,0xb5d55d8b,0x1d34f918,0x673337d0,0x7a060221,1b756b908a514a98,8b5dd5b58a514a98,4,0;1;2;3,90;28;be;25
336,-10,14,64,5,fault,fbe548a5,4aafdf68e539c0d55d377825ad806181,0x68dfaf4a,0xd5c039e5,0x2578375d,0x816180ad,5ee50824fe731180,4aafdf68fe731180,4,0;1;2;3,14;4a;d7;4c
337,-10,14,64,5,fault,2b352a94,8a675a5933a4e8e36232ff5b74be6953,0x595a678a,0xe3e8a433,0x5bff3262,0x5369be74,1b9142d70b11d0df,8a675a590b11d0df,4,0;1;2;3,91;f6;18;8e
338,-10,14,64,5,fault,b6e22cde,a81c5f01c2a673f8d011491b3df6120a,0x015f1ca8,0xf873a6c2,0x1b4911d0,0x0a12f63d,b6443ed6dee636c7,a81c5f01dee636c7,4,0;1;2;3,1e;58;61;d7
339,-10,14,64,5,fault,6970f6f7,d2fac45fde9a41e0022584d9cd98d0c2,0x5fc4fad2,0xe0419ade,0xd9842502,0xc2d098cd,a5e8b637a9c8b22c,d2fac45fa9c8b22c,4,0;1;2;3,77;12;72;68
340,-10,14,64,5,fault,29cc8b26,e9a1888fabc166d90aa7fefb29ee3b85,0x8f88a1e9,0xd966c1ab,0xfbfea70a,0x853bee29,000ca9a7024c6df1,e9a1888f024c6df1,4,0;1;2;3,e9;ad;21;28
341,-10,14,64,5,fault,1eae09d6,6bcfa8af9e2b27589d76a6b9702bfa91,0xafa8cf6b,0x58272b9e,0xb9a6769d,0x91fa2b70,0e852bc6ebc127e6,6bcfa8afebc127e6,4,0;1;2;3,65;4a;83;69
342,-10,14,64,5,fault,313e06a7,3eaf28c79b82eed18cbd9d6fa1322807,0xc728af3e,0xd1ee829b,0x6f9dbd8c,0x072832a1,b03c2ea69531aaa6,3eaf28c79531aaa6,4,0;1;2;3,8e;93;06;61
343,-10,14,64,5,fault,36bc51ff,3057fdc75f35b5362898c5f9ba953bd1,0xc7fd5730,0x36b5355f,0xf9c59828,0xd13b95ba,2ca960ef2ea928cf,3057fdc72ea928cf,4,0;1;2;3,1c;fe;9d;28
344,-10,14,64,5,fault,25524908,cad96ddf66e8a87f591f167b456bf80a,0xdf6dd9ca,0x7fa8e866,0x7b161f59,0x0af86b45,613ae1026d0a2522,cad96ddf6d0a2522,4,0;1;2;3,ab;e3;8c;dd
345,-10,14,64,5,fault,11dc7765,05ffcf65d70ed6521d3debad669a7e7b,0x65cfff05,0x52d60ed7,0xadeb3d1d,0x7b7e9a66,57d6213705773021,05ffcf6505773021,4,0;1;2;3,52;29;ee;52
346,-10,14,64,5,fault,f9cecbe4,2225b807b62ce6c1885d1f1a872959fb,0x07b82522,0xc1e62cb6,0x1a1f5d88,0xfb592987,7fe68b257be6cde5,2225b8077be6cde5,4,0;1;2;3,5d;c3;33;22
347,-10,14,64,5,fault,fb499152,13242437c1a8d96b4f2b06370bd6e569,0x37242413,0x6bd9a8c1,0x37062b4f,0x69e5d60b,fac9503bba45b167,13242437ba45b167,4,0;1;2;3,e9;ed;74;0c
